Title,Storyline
Black Spines,"Inspired by true events, Black Spines centers on a chilling Detroit legend of a man in a long red coat known as ""The Pill,"" rumored to be responsible for numerous disappearances, including children like the Kroger heir. One fateful night, this legend became terrifyingly real for the director's father when, as a child, he was left handcuffed to a swing set, when a dark, frightening figure approached...and tried to take him. Ironically those same handcuffs saved his life, preventing The Pill from claiming him - and instilling a lasting fear that haunted him for years. This terrifying encounter sets the stage for Black Spines. The film transports us to the sleepy town of Page Hollow, where a string of gruesome murders shatters the quiet community. Shortly after the first killings, outcast high school photographer Cameron discovers a collection of mysterious VHS tapes that may contain cryptic clues to the murders. His discovery launches him into a harrowing race against time, down a path of terrifying revelations - where the killer may be closer than he ever imagined."
Black Theta,A man is haunted years after his brush with death when a mysterious and murderous cult returns to target him and his loved ones.
Black Vale: Wolfsbane,"Combe Noire forest, French Alps. The daughter of a troubled man comes to gather his things after he went missing. She soon realizes that something unnatural is going on, and that Mother Earth might be sending her hounds onto us."
BlackOut,"A group of friends enjoy a party during a global blackout hoping to have fun and pass the time, instead relationships are broken and something far worse comes from the darkness."
Blackest Darkness,"A desperate man trying to get home to his wife gets mistaken as the ""drill"" man for a bank heist. Every moment takes him deeper into a dark abyss with no end."
Blackwater Lane,Late one night a woman drives by a stranded motorist who is later revealed to have been murdered. After a series of terrifying events the woman believes she is the killer's next victim.
Bleeding,"In a world where vampire blood is harvested as a drug, two desperate teenagers on the run from a vicious dealer break into an empty house and find a sleeping girl locked inside."
Blodsuger,"A brutish vampire, controlled by his ruthless maker, navigates Denmark's streets, feeding and searching for an apprentice while a relentless documentarian captures the violent, manipulative world of vampirism in all its raw, dark reality."
Bloedhond,"A scintillating slasher geared for audiences with an appetite for an enthralling horror film that bites. 5 students, hungry for life, on route to a music festival take a wrong turn and end up in the clutches of a depraved family who have isolated themselves for 27 years. They were intent on living off the land, but their situation soon denigrated and as their hunger for meat increased they took to hunting any erstwhile outsiders who accidentally go off course. The prize hunter in the family is Bloedhond, who was born out of an incestuous relationship wears a mask of a bloodhound to hide his deformed facial features."
Blood Debt,"Erwina, the youngest child who works in a factory that is known as the oldest in the area and is the mainstay of many families."
Blood Demons,"Angry that his cannabis crop has been destroyed, Mr P orders grower Jake to travel to the mysterious Isle of Baga to search for a rare strain. Jake gets pulled into a dark world of ritualistic murder, rune magic and an evil vampire cult."
Blood Dried Hands,"A reluctant serial killer grapples with his base desires and longs for his own death, as a small town Detective closes in on his trail to stop the killing spree while dealing with her own trauma."
Blood Fight,The lone survivor in a zombie outbreak is bitten and sets out on a mission of revenge to kill as many zombies as possible before he turns.
Blood Magick,A witch with a foul mouth and a hangover is the only hope for a group of strangers when their town is invaded by the forces of Hell.
Blood Mountain Massacre,"The Blood Mountain Massacre follows an ambitious all-girl punk band on tour, stalked by an escaped psychopath."
Blood Red River Bed,"A local legend states that if you're on the river after dark, you may be the victim of The Red Fern Reaper. A group of young adults test that by throwing a huge party on the river. It turns out to be their biggest mistake."
Blood Star,A petty thief driving through the New Mexico desert finds herself the target of a psychopathic small town sheriff who views his badge as a license to prey on vulnerable young women. She must use all of her street-smarts to survive.
Blood and Black,"Johnson Richard, a ruthless Russian scientist, abducts a couple, willing to cross any line to protect his grandfather's deadly experiment"
Blood and Breakfast,"A group of strangers, who each escaped a serial killer, are trapped with one in a historic inn. Will any of them live long enough to figure out who the killer is?"
Blood of the Werewolf's Claw,"Students discover a sorcerer-monk's sarcophagus at their college's old monastery, where monks were killed by a demon werewolf. They find a flesh-bound book and use dark magic to resurrect the beast."
BloodWood,"Two teenagers uncover a cold case mystery of their town, but unwillingly become a part of it themselves."
Bloodline Killer,Bloodline Killer is a terrifying horror-thriller that follows Moira Cole who endeavors to rebuild her shattered life after the murder of her family at the hands of her deranged and obsessed cousin.
Bloodspawn,A frontier-era gang of misfits band together to battle an ancient and evil bloodthirsty hellbeast of Native folklore in this retro homage to classic 80's creature features.
